ticker,date,open,high,low,close
EVER,2022-05-15,0.232175,0.239616,0.229256,0.2305
EVER,2022-05-16,0.230523,0.244706,0.229747,0.239664
EVER,2022-05-17,0.240063,0.244631,0.237091,0.239089
EVER,2022-05-18,0.239089,0.244606,0.224608,0.226305
EVER,2022-05-19,0.226305,0.230569,0.219758,0.230569
EVER,2022-05-20,0.229271,0.229793,0.220635,0.22251
EVER,2022-05-21,0.222533,0.223432,0.207031,0.207829
EVER,2022-05-22,0.207809,0.213023,0.205133,0.206911
EVER,2022-05-23,0.207011,0.216362,0.207011,0.210611
EVER,2022-05-24,0.210632,0.216988,0.208811,0.213266
EVER,2022-05-25,0.213266,0.218179,0.20908,0.216237
EVER,2022-05-26,0.216352,0.217932,0.211231,0.211655
EVER,2022-05-27,0.211634,0.21663,0.210312,0.216277
EVER,2022-05-28,0.216277,0.219435,0.214321,0.218896
EVER,2022-05-29,0.218933,0.22774,0.218461,0.224357
EVER,2022-05-30,0.224303,0.229099,0.220758,0.222455
EVER,2022-05-31,0.223493,0.232554,0.219377,0.231425
EVER,2022-06-01,0.231681,0.238809,0.229823,0.234049
EVER,2022-06-02,0.234049,0.236917,0.223798,0.228154
EVER,2022-06-03,0.228154,0.228384,0.223165,0.224744
EVER,2022-06-04,0.224746,0.225206,0.21723,0.219833
EVER,2022-06-05,0.220135,0.221145,0.215795,0.217098
EVER,2022-06-06,0.217296,0.217502,0.20862,0.209422
EVER,2022-06-07,0.209332,0.212321,0.199622,0.200238
EVER,2022-06-08,0.200639,0.206959,0.200533,0.205167
EVER,2022-06-09,0.205167,0.209545,0.201633,0.203129
EVER,2022-06-10,0.203129,0.204644,0.187697,0.189859
EVER,2022-06-11,0.189857,0.191893,0.179488,0.182194
EVER,2022-06-12,0.181794,0.187756,0.173984,0.176982
EVER,2022-06-13,0.177282,0.17758,0.149076,0.15079
EVER,2022-06-14,0.150592,0.152408,0.143484,0.145925
EVER,2022-06-15,0.145725,0.149027,0.13571,0.142386
EVER,2022-06-16,0.141887,0.150834,0.13832,0.139019
EVER,2022-06-17,0.13821,0.140803,0.132075,0.133639
EVER,2022-06-18,0.13334,0.134212,0.118198,0.121103
EVER,2022-06-19,0.121302,0.132341,0.119121,0.131229
EVER,2022-06-20,0.131342,0.132454,0.123824,0.123993
EVER,2022-06-21,0.123894,0.129957,0.123452,0.125762
EVER,2022-06-22,0.125362,0.125674,0.116583,0.116883
EVER,2022-06-23,0.116883,0.11982,0.115125,0.117271
EVER,2022-06-24,0.117682,0.117912,0.114009,0.116108
EVER,2022-06-25,0.116084,0.116384,0.113586,0.11422
EVER,2022-06-26,0.11488,0.114983,0.109632,0.109732
EVER,2022-06-27,0.109732,0.110233,0.107805,0.108503
EVER,2022-06-28,0.108503,0.109524,0.098219,0.099378
EVER,2022-06-29,0.099377,0.103666,0.097663,0.09888
EVER,2022-06-30,0.09888,0.0991209,0.0900963,0.0911904
EVER,2022-07-01,0.0911904,0.0914992,0.0901826,0.0906002
EVER,2022-07-02,0.0906002,0.0908,0.0864874,0.0868956
EVER,2022-07-03,0.0862877,0.0877945,0.0820931,0.0820931
EVER,2022-07-04,0.0820931,0.0844101,0.0816356,0.0831801
EVER,2022-07-05,0.0831601,0.0872352,0.0831501,0.0862963
